Index,SongName,ArtistName,SongID,Popularity
2985,Without Me,Halsey,5p7ujcrUXASCNwRaWNHR1C,81
2986,'Till I Collapse,Eminem,4xkOaSrkexMciUUogZKVTS,87
2987,Without Me,Halsey,5p7ujcrUXASCNwRaWNHR1C,81
2988,You should be sad,Halsey,7lidXGPXPYLNThITAOTlkK,77
2989,Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,80
2990,Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,80
2991,Psycho (feat. Ty Dolla $ign),Post Malone,3swc6WTsr7rl9DqQKQA55C,80
2992,Rap God,Eminem,6or1bKJiZ06IlK0vFvY75k,79
2993,anxiety (with FRND),blackbear,7AhlMDKQelsNkWvFeZvmtC,64
2994,Gnat,Eminem,6cS9PmLky2NhLOhpIsUlow,72
2995,River (feat. Ed Sheeran),Eminem,1cS0TgbR263ey9jn0MwD2s,75
2996,Darkness,Eminem,5SiZJoLXp3WOl3J4C8IK0d,68
2997,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1v7L65Lzy0j0vdpRjJewt1,78
2998,The Ringer,Eminem,2jt2WxXMCD4zjACthkJQVE,70
2999,Lucky You (feat. Joyner Lucas),Eminem,60SdxE8apGAxMiRrpbmLY0,76
3000,Godzilla (feat. Juice WRLD),Eminem,7FIWs0pqAYbP91WWM0vlTQ,86
3001,People Watching,Conan Gray,4JeOesjcWWlprTAvucDSJX,81
3002,Mockingbird,Eminem,561jH07mF1jHuk7KlaeF0s,78
3003,Killshot,Eminem,1jo3TwNGCXfNdB5uba3ZVv,74
3004,The Monster,Eminem,48RrDBpOSSl1aLVCalGl5C,77
3005,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,91
3006,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,91
3008,Venom - Music From The Motion Picture,Eminem,3kpYJjvM8Ja6btr5hEJLWc,80
3009,Not Afraid,Eminem,7Ie9W94M7OjPoZVV216Xus,81
3010,Life's A Mess II (with Clever & Post Malone),Juice WRLD,4O3RwH1TFG1EjPezLIYehI,73
3011,People Watching,Conan Gray,4JeOesjcWWlprTAvucDSJX,81
3012,7 rings,Ariana Grande,6ocbgoVGwYJhOv1GgI9NsF,86
3013,Hold It Against Me,Britney Spears,7Dyq1bhhjknLKEGg4k5NLr,61
3014,No Lie,Sean Paul,48QmG1dfvMuYLxMPt7KSRA,87
3015,Look What You Made Me Do,Taylor Swift,1P17dC1amhFzptugyAO7Il,80
3016,deja vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,90
3017,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,91
3018,Without Me,Halsey,5p7ujcrUXASCNwRaWNHR1C,81
3019,She Said,FLETCHER,1UNWD6R5EOFklUHKZZvww2,54
3020,Life's A Mess (feat. Halsey),Juice WRLD,5wWAwzGp2OaaoIkwcz6wZs,76
3021,Time,NF,6MxMqCgqmekcr0VwSU7AVH,74
3022,Righteous,Juice WRLD,5dOxHHMOFAbG3VH23t0xNm,80
3023,Into Your Arms (feat. Ava Max),Witt Lowry,0b11D9D0hMOYCIMN3OKreM,81
3024,exile,Taylor Swift,1MFRapRpkXLhgMplU0CM76,61
3025,my ex's best friend (with blackbear),Machine Gun Kelly,7kDUspsoYfLkWnZR7qwHZl,84
3026,exile (feat. Bon Iver) - the long pond studio sessions,Taylor Swift,7bFqfMKnKsZJH9FytUXg3E,60
3027,exile (feat. Bon Iver),Taylor Swift,4pvb0WLRcMtbPGmtejJJ6y,83
3028,Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,88
3029,Is It Just Me? (feat. Charlie Puth),Sasha Alex Sloan,5tqNWWiySiABLrGAvSWsO5,68
3030,Before You Go,Lewis Capaldi,2gMXnyrvIjhVBUZwvLZDMP,86
3031,Getaway Car,Taylor Swift,0VE4kBnHJUgtMf0dy6DRmW,79
3032,Ghost Of You,5 Seconds of Summer,1MhXdlCQPnO56T57MfmaRm,80
3034,Dancing With Your Ghost,Sasha Alex Sloan,1TQXIltqoZ5XXyfCbAeSQQ,82
3035,Tightrope,ZAYN,44ngiCPfS8FfdJOqN0eULl,64
3036,Liability,Lorde,4IgDrXCa0o8nwpCsvTyOay,0
3037,willow,Taylor Swift,5PGkAnIi965oxlfkWacLz8,0
3038,Walked Through Hell,Anson Seabra,3K6v780evT1vKEevB7l2dY,0
3039,Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,86
3041,Closer,The Chainsmokers,7BKLCZ1jbUBVqRi2FVlTVw,86
3042,Toxic,AP Dhillon,4faDlXyZMSxEuxBdd5gDIz,74
3043,Insane,AP Dhillon,3UhmuWcFaLS3AO3kI9ynQ2,82
3044,Nit Nit,Jasleen Royal,6GT0oiQdjiYX91qgAMi7Vd,62
3045,Baarishein,Anuv Jain,5iCY0TXNImK4hyKfcplQsg,69
3046,Hollywood's Bleeding,Post Malone,7sWRlDoTDX8geTR8zzr2vt,77
3047,Saint-Tropez,Post Malone,05mDaV9Vb3wrzjF6OPZnhq,74
3048,anxiety (with FRND),blackbear,7AhlMDKQelsNkWvFeZvmtC,64
3049,anxiety (with FRND),blackbear,7AhlMDKQelsNkWvFeZvmtC,64
3050,Love The Way You Lie,Eminem,15JINEqzVMv3SvJTAXAKED,83
3051,Zombie,The Cranberries,2ASHzDpna4Hg7w6LqzdXER,0
3052,Can't Be Touched (feat. Mr. Magic & Trouble),Roy Jones Jr.,3zmduBNsQ6BPDTZAkXzG5K,75
3053,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,4dASQiO1Eoo3RJvt74FtXB,78
3054,Superman,Eminem,4woTEX1wYOTGDqNXuavlRC,74
3055,RAP DEVIL,Machine Gun Kelly,4v7fASF2MgfcudXfcJzUyk,0
3056,Warm Up,NF,7Gr8gb3hqKr4zEbFlrVYPQ,63
3057,Numb / Encore,JAY-Z,724EhdhsoF63jQBCQ7uxp2,0
3058,Soldier,NEFFEX,6xbZaeFj8BPE3HGXF7VVjX,67
3059,Remember the Name (feat. Styles of Beyond),Fort Minor,6ljbkNIzfmFrGyYUTUAleN,68
3060,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran,0AtP8EkGPn6SwxKDaUuXec,69
3061,Space Bound,Eminem,0sHW1jXe6Sou3437gJQNGA,71
3062,Zombie,The Cranberries,2ASHzDpna4Hg7w6LqzdXER,0
3063,We Own It (Fast & Furious),2 Chainz,2OQJKTtrH482waGFmOfJni,72
3064,Purple Lamborghini (with Rick Ross),Skrillex,6JyuJFedEvPmdWQW0PkbGJ,70
3065,Broken,Lund,4W8sUeokQKfHt1uTXp0Jq0,75
3066,Radioactive,Imagine Dragons,7GMJKtOtcOAXzV8oxCBr5i,0
3067,anxiety (with FRND),blackbear,7AhlMDKQelsNkWvFeZvmtC,64
3068,Family,The Chainsmokers,3TKpJrY9q49Mj1JOsM9zGL,66
3069,Waiting,Vicetone,78v8ad1iLTlfLbam4qvzNu,65
3070,Hurts Sometimes (with Jonathan Mendelsohn),SLANDER,2wwSQbfTJUqNqDch31XUpW,55
3071,Didn't I,OneRepublic,6ikDZX0oc8EKGj2vdMAEDv,64
3072,Youngblood,5 Seconds of Summer,2iUXsYOEPhVqEBwsqP70rE,83
3073,Hollywood's Bleeding,Post Malone,7sWRlDoTDX8geTR8zzr2vt,77
3074,rockstar (feat. 21 Savage),Post Malone,0e7ipj03S05BNilyu5bRzt,86
3075,Hollywood's Bleeding,Post Malone,7sWRlDoTDX8geTR8zzr2vt,77
3076,Hollywood's Bleeding,Post Malone,7sWRlDoTDX8geTR8zzr2vt,77
3077,Umbrella,Ember Island,2FX5HPP1FNNuLlt2UU9os7,72
3078,Happy Now,Zedd,4keoy2fqgwGnbWlm3ZVZFa,73
3079,Beautiful Now,Zedd,2ISSQPb9LHHiV6ng2NXosL,72
3080,Beautiful Now,Zedd,2ISSQPb9LHHiV6ng2NXosL,72
3081,anxiety (with FRND),blackbear,7AhlMDKQelsNkWvFeZvmtC,64
3082,Beautiful Now,Zedd,2ISSQPb9LHHiV6ng2NXosL,72
3083,Hollywood's Bleeding,Post Malone,7sWRlDoTDX8geTR8zzr2vt,77
3084,Radioactive,Imagine Dragons,7GMJKtOtcOAXzV8oxCBr5i,0
3085,Hymn for the Weekend - Seeb Remix,Coldplay,20U4dch5pfxEr6ww1S9tm4,0
3089,Lost,Maroon 5,18XlJEroUwFo0tLZxscgXE,79
3090,Just For Me (with SZA) - Space Jam: A New Legacy,SAINt JHN,3B5yl01KF06NkYG39BdTBa,67
3091,STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,97
3093,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",Ty Dolla $ign,7t2bFihaDvhIrd2gn2CWJO,80
3094,Talking to the Moon,Bruno Mars,4RATA8PsuYPzqnvxuif6Rq,0
3095,u love u (with Tate McRae),blackbear,4RCpHnkhMmm67EKbI4aEO7,66
3096,die without u,LØLØ,5HISelbXQ2VpJS2SzvvM7G,42
3097,Arcade,Duncan Laurence,1Xi84slp6FryDSCbzq4UCD,84
3098,Hold On,Justin Bieber,72Zxa0ua3FOyfARL5gvhQn,0
3099,Perfect,One Direction,3NLnwwAQbbFKcEcV8hDItk,79
3100,Overwhelmed (Ryan Mack Remix),Ryan Mack,03eyNjBM2mpx28H6kdaufN,78
3101,You Right,Doja Cat,0k4d5YPDr1r7FX77VdqWez,89
3102,Circles,Post Malone,21jGcNKet2qwijlDFuPiPb,88
3103,rockstar (feat. 21 Savage),Post Malone,0e7ipj03S05BNilyu5bRzt,86
3104,rockstar (feat. 21 Savage),Post Malone,0e7ipj03S05BNilyu5bRzt,86
3105,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3KkXRkHbMCARz0aVfEt68P,87
3106,Congratulations,Post Malone,3a1lNhkSLSkpJE4MSHpDu9,83
3107,Better Now,Post Malone,7dt6x5M1jzdTEt8oCbisTK,83
3108,Life's A Mess II (with Clever & Post Malone),Juice WRLD,4O3RwH1TFG1EjPezLIYehI,73
3109,Life's A Mess (feat. Halsey),Juice WRLD,5wWAwzGp2OaaoIkwcz6wZs,76
3110,Hollywood's Bleeding,Post Malone,7sWRlDoTDX8geTR8zzr2vt,77
3111,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",Ty Dolla $ign,7t2bFihaDvhIrd2gn2CWJO,80
3112,734,Juice WRLD,26gXWzhL8DZJSU5sODhVTs,72
3113,Lucid Dreams (feat. Lil Uzi Vert) - Remix,Juice WRLD,1jKlRcH7X78ps1yKBTWyUV,57
3114,Violent,carolesdaughter,7CFfqRW50ffULvBv7lfIIg,77
3115,don't fall,44phantom,2OZ9hl4dY5WmIEZmtroogz,50
3116,the way that you see me (feat. Ayleen Valentine),Powfu,5O6QAX1oI4iktfXP8HAmgi,63
3117,say goodbye,Sarcastic Sounds,6JdU7eaEl9fPAq0sEVNzGc,63
3118,Can't Trust A Soul,7ru7h,3u2GQm2KSZzgpQb6QF1GNK,51
3119,Me and You,Cold Hart,3f1ChZHm6v4KdUaEW5y5qd,70
3120,'Till I Collapse,Eminem,4xkOaSrkexMciUUogZKVTS,87
3121,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1v7L65Lzy0j0vdpRjJewt1,78
3122,Gnat,Eminem,6cS9PmLky2NhLOhpIsUlow,72
3123,Lucky You (feat. Joyner Lucas),Eminem,60SdxE8apGAxMiRrpbmLY0,76
3124,Rap God,Eminem,6or1bKJiZ06IlK0vFvY75k,79
3125,Godzilla (feat. Juice WRLD),Eminem,7FIWs0pqAYbP91WWM0vlTQ,86
3126,Mockingbird,Eminem,561jH07mF1jHuk7KlaeF0s,78
3127,River (feat. Ed Sheeran),Eminem,1cS0TgbR263ey9jn0MwD2s,75
3128,Darkness,Eminem,5SiZJoLXp3WOl3J4C8IK0d,68
3129,The Ringer,Eminem,2jt2WxXMCD4zjACthkJQVE,70
3130,Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,80
3131,Killshot,Eminem,1jo3TwNGCXfNdB5uba3ZVv,74
3132,Something Just Like This,The Chainsmokers,6RUKPb4LETWmmr3iAEQktW,85
3133,Body Back (feat. Maia Wright) - Deniz Koyu Remix,Gryffin,6D72WFltGvVYuHMzQocBEY,48
3134,Solo (feat. Demi Lovato),Clean Bandit,6kPJZM97LwdG9QIsT7khp6,74
3135,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,2Cd9iWfcOpGDHLz6tVA3G4,79
3136,Going Dumb,Alesso,7arsXR8AtExnOFN3v3HiJI,72
3138,By Your Side (feat. Tom Grennan),Calvin Harris,0vR2rIVORmgeKiGIgNT0fV,79
3139,Going Dumb,Alesso,7arsXR8AtExnOFN3v3HiJI,72
3141,Going Dumb,Alesso,7arsXR8AtExnOFN3v3HiJI,72
3142,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,2Cd9iWfcOpGDHLz6tVA3G4,79
3144,No Money,Galantis,6M6Tk58pQvABy6ru66dY3d,72
3145,No Money,Galantis,6M6Tk58pQvABy6ru66dY3d,72
3146,By Your Side (feat. Tom Grennan),Calvin Harris,0vR2rIVORmgeKiGIgNT0fV,79
3147,By Your Side,Jonas Blue,4QTuyRQshEZYurtIDfE6g0,68
3148,idfc,blackbear,3SErMoIKdRELto2OspGs5L,85
3149,If I Can't Have You,Shawn Mendes,2GwOEieQqLillRTfgZnM42,0
3150,If I Can't Have You,Shawn Mendes,2GwOEieQqLillRTfgZnM42,0
3151,If I Can't Have You,Shawn Mendes,2GwOEieQqLillRTfgZnM42,0
3152,Hurricane,Kanye West,6Hfu9sc7jvv6coyy2LlzBF,83
3153,Girls Want Girls (with Lil Baby),Drake,37Nqx7iavZpotJSDXZWbJ3,85
3154,STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,97
3155,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,27NovPIUIRrOZoCHxABJwK,96
3156,Bad Habits,Ed Sheeran,3rmo8F54jFF8OgYsqTxm5d,95
3157,Selfish Love (with Selena Gomez) - Tiësto Remix,DJ Snake,2IDBh3Nuej2wFUk2JmWEmQ,58
3158,Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,82
3159,Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,82
3160,Wonder,Shawn Mendes,2XkujSisSbHTexbzVHHvYl,0
3161,Apricots,MAY-A,49kkvMbmKmBstrJiWg3ic3,51
3162,Grenade,Bruno Mars,4lLtanYk6tkMvooU0tWzG8,81
3163,working,Tate McRae,31sSFHIe4NaxltVFOEIcTa,76
3164,telepatía,Kali Uchis,6tDDoYIxWvMLTdKpjFkc1B,87
3165,anxiety (with FRND),blackbear,7AhlMDKQelsNkWvFeZvmtC,64
3167,the long way home (feat. Sara Kays & Sarcastic Sounds),Powfu,3y4MGDUBfiRtdRAynxouy6,55
3168,Two of Us,Louis Tomlinson,1eqwjXdMTed8Pz3PLNcHe9,67
3169,Night Changes,One Direction,5O2P9iiztwhomNh8xkR9lJ,85
3170,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,91
3171,good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,95
3172,Kiss Me More (feat. SZA),Doja Cat,748mdHapucXQri7IAO8yFK,90
3173,Thot Shit,Megan Thee Stallion,5zNW5ARjYhJQJz1AChP33n,80
3174,Diamonds,Rihanna,6O20JhBJPePEkBdrB5sqRx,78
3176,Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,90
3178,I'm Not Mad,Halsey,6SL8U8TtdwOtGhbmGzsMfX,62
3180,bad guy,Billie Eilish,7gqzrIO0qZPKkaqhIZ8ftz,0
3181,Drag Me Down,One Direction,2K87XMYnUMqLcX3zvtAF4G,82
3182,Throwback,Delaney Jane,0Vcv54XfyE2oktzHSZMxhr,36
3183,Rumors (feat. Cardi B),Lizzo,6KgtcmCF9Ky68XC7ezxl3s,80
3184,I Want It That Way,Backstreet Boys,47BBI51FKFwOMlIiX6m8ya,81
3185,What If I Told You That I Love You,Ali Gatie,6USdi8uX5GNAPYziFhisHb,70
3186,If I Can't Have You,Shawn Mendes,2GwOEieQqLillRTfgZnM42,0
3187,Hide and Seek,Lizz Robinett,4ClnJdCaf6PLeLgStqb1e9,61
3188,Just Like You,Louis Tomlinson,5IF6IBPqbclVR7SQKmCIyA,61
3189,She Said,FLETCHER,1UNWD6R5EOFklUHKZZvww2,54
3190,No Lie,Sean Paul,48QmG1dfvMuYLxMPt7KSRA,87
3191,Lost In Japan,Shawn Mendes,79esEXlqqmq0GPz0xQSZTV,74
3192,u love u (with Tate McRae),blackbear,4RCpHnkhMmm67EKbI4aEO7,66
3193,Guess That's Love,Ryan Mack,3EV2dBelFXJsqVnNpz9vTd,58
3194,Guess That's Love,Ryan Mack,3EV2dBelFXJsqVnNpz9vTd,58
3195,exile (feat. Bon Iver) - the long pond studio sessions,Taylor Swift,7bFqfMKnKsZJH9FytUXg3E,60
3196,Life's A Mess II (with Clever & Post Malone),Juice WRLD,4O3RwH1TFG1EjPezLIYehI,73
3197,Life's A Mess (feat. Halsey),Juice WRLD,5wWAwzGp2OaaoIkwcz6wZs,76
3198,Hollywood's Bleeding,Post Malone,7sWRlDoTDX8geTR8zzr2vt,77
3199,Hollywood's Bleeding,Post Malone,7sWRlDoTDX8geTR8zzr2vt,77
3200,Hollywood's Bleeding,Post Malone,7sWRlDoTDX8geTR8zzr2vt,77
3201,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",Ty Dolla $ign,7t2bFihaDvhIrd2gn2CWJO,80
3202,734,Juice WRLD,26gXWzhL8DZJSU5sODhVTs,72
3203,Lucid Dreams (feat. Lil Uzi Vert) - Remix,Juice WRLD,1jKlRcH7X78ps1yKBTWyUV,57
3205,exile (feat. Bon Iver) - the long pond studio sessions,Taylor Swift,7bFqfMKnKsZJH9FytUXg3E,60
3207,If I Can't Have You,Shawn Mendes,2GwOEieQqLillRTfgZnM42,0
3208,Stitches,Shawn Mendes,3zkWCteF82vJwv0hRLba76,81
3209,"10,000 Hours (with Justin Bieber)",Dan + Shay,2wrJq5XKLnmhRXHIAf9xBa,81
3210,Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,80
3211,I Don't Care (with Justin Bieber),Ed Sheeran,0hVXuCcriWRGvwMV1r5Yn9,76
3212,Without Me,Halsey,5p7ujcrUXASCNwRaWNHR1C,81
3213,In My Blood,Shawn Mendes,2QZ7WLBE8h2y1Y5Fb8RYbH,78
3214,Wonder,Shawn Mendes,2XkujSisSbHTexbzVHHvYl,0
3215,Lose You To Love Me,Selena Gomez,4l0Mvzj72xxOpRrp6h8nHi,83
3216,Before You Go,Lewis Capaldi,2gMXnyrvIjhVBUZwvLZDMP,86
3217,Here With Me,Marshmello,5icOoE6VgqFKohjWWNp0Ac,75
3218,The Middle,Zedd,09IStsImFySgyp0pIQdqAc,83
3219,Call You Mine,The Chainsmokers,2oejEp50ZzPuQTQ6v54Evp,77
3220,Girls Like You,Maroon 5,7npLlaPu9Mfno8hjk5OagD,72
3221,Someone You Loved,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf,88
3222,Señorita,Shawn Mendes,0TK2YIli7K1leLovkQiNik,83
3223,Sucker,Jonas Brothers,22vgEDb5hykfaTwLuskFGD,82
3224,Unbelievable,Why Don't We,1LHfEkVMR0Yj20C8lWdgpA,64
3225,Easier,5 Seconds of Summer,2bjUEg4jBtKBlPdNrTAppI,72
3226,Blank Space,Taylor Swift,1u8c2t2Cy7UBoG4ArRcF5g,84
3227,Post Malone (feat. RANI),Sam Feldt,36orMWv2PgvnzXsd5CJ0yL,70
3228,Million Ways,HRVY,3wuR0YSNdT9rgWfFi1lctv,64
3229,Fallin' All In You,Shawn Mendes,5EYBryPOgIEPB7r5QIy6eG,76
3230,Who Do You Love,The Chainsmokers,2fVHrSxsQbJUuj9MW9zG1e,75
3231,Lie To Me (feat. Julia Michaels),5 Seconds of Summer,6GzApXoBQiiAjak3tOQfV3,69
3232,"fuck, i'm lonely (with Anne-Marie)",Lauv,09PGubKAMryhOWv1LHpCYz,74
3233,Treat You Better,Shawn Mendes,3QGsuHI8jO1Rx4JWLUh9jd,84
3234,Rescue Me,OneRepublic,0mjAU3yKR1QnXnHtjGJqTM,74
3235,Bandit (with YoungBoy Never Broke Again),Juice WRLD,6Gg1gjgKi2AK4e0qzsR7sd,82
3236,Rescue Me,OneRepublic,0mjAU3yKR1QnXnHtjGJqTM,74
3237,Jocelyn Flores,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,87
3238,Jocelyn Flores,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,87
3239,Bandit (with YoungBoy Never Broke Again),Juice WRLD,6Gg1gjgKi2AK4e0qzsR7sd,82
3240,Party Girl,StaySolidRocky,5RqR4ZCCKJDcBLIn4sih9l,76
3241,Hollywood's Bleeding,Post Malone,7sWRlDoTDX8geTR8zzr2vt,77
3242,Crooked Smile (feat. TLC),J. Cole,5gFoAVTN9YlM9uJCrFZtgl,72
3244,Lucid Dreams (feat. Lil Uzi Vert) - Remix,Juice WRLD,1jKlRcH7X78ps1yKBTWyUV,57
3245,XO Tour Llif3,Lil Uzi Vert,4QINrI24hzPMMqnyOivLcM,0
3246,Demeanor (feat. Dua Lipa),Pop Smoke,3DMs7bahbQTnoxCjgP7qoK,73
3247,Killshot,Eminem,1jo3TwNGCXfNdB5uba3ZVv,74
3248,4 Da Gang (with Roddy Ricch),42 Dugg,1mAey8kEPmDM2icL56kS9d,77
3249,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,27NovPIUIRrOZoCHxABJwK,96
3250,Hope,XXXTENTACION,2ZRo7axmMPeSVUvDbGkJah,87
3251,Kiss Me Thru The Phone,Soulja Boy,2q4rjDy9WhaN3o9MvDbO21,79
3252,WITHOUT YOU,The Kid LAROI,27OeeYzk6klgBh83TSvGMA,86
3253,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,4dASQiO1Eoo3RJvt74FtXB,78
3254,Come & Go (with Marshmello),Juice WRLD,2Y0wPrPQBrGhoLn14xRYCG,84
3255,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,37BZB0z9T8Xu7U3e65qxFy,92
3256,Saint-Tropez,Post Malone,05mDaV9Vb3wrzjF6OPZnhq,74
3257,Element,Pop Smoke,57BGVV6wcyhbn3hsjlqEZB,80
3258,Walk Down,FNF Chop,0L1lki1PTXpkaHty5VykAD,53
3259,ROCKSTAR (feat. Roddy Ricch),DaBaby,7ytR5pFWmSjzHJIeQkgog4,85
3260,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3KkXRkHbMCARz0aVfEt68P,87
3261,Dior,Pop Smoke,1rek5HfnFLCDbike8u23ur,0
3262,They Ain't You,Tyla Yaweh,3tfxO1TvXXQ7HymM15lGt1,55
3263,Stay High,Juice WRLD,21CkzgKCBCq5V4XKjiGSIj,77
3264,No I in Team,Arizona Zervas,3ntcm3V9ByPKN6cstxXh80,64
3265,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,6ztvsy3C6hPjVg9j4x1XKJ,64
3266,Take My Breath,The Weeknd,0XvDZGVqGYM7P4rgzRnWhq,67
3267,Gnat,Eminem,6cS9PmLky2NhLOhpIsUlow,72
3268,STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,97
3269,Better Now,Post Malone,7dt6x5M1jzdTEt8oCbisTK,83
3270,Life's A Mess II (with Clever & Post Malone),Juice WRLD,4O3RwH1TFG1EjPezLIYehI,73
3271,Life's A Mess (feat. Halsey),Juice WRLD,5wWAwzGp2OaaoIkwcz6wZs,76
3272,Hollywood's Bleeding,Post Malone,7sWRlDoTDX8geTR8zzr2vt,77
3273,734,Juice WRLD,26gXWzhL8DZJSU5sODhVTs,72
3274,SAD!,XXXTENTACION,3ee8Jmje8o58CHK66QrVC2,86
3275,Tyler Herro,Jack Harlow,1UAZOwJkuNZcUkACU82aEp,0
3276,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",Ty Dolla $ign,7t2bFihaDvhIrd2gn2CWJO,80
3277,Hollywood's Bleeding,Post Malone,7sWRlDoTDX8geTR8zzr2vt,77
3278,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",Ty Dolla $ign,7t2bFihaDvhIrd2gn2CWJO,80
3279,The Scientist,Tyler Ward,34dnNAUoIPcwnK0RtVMBWZ,49
3280,Hold On,Justin Bieber,72Zxa0ua3FOyfARL5gvhQn,0
3281,Arcade,Duncan Laurence,1Xi84slp6FryDSCbzq4UCD,84
3282,Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,90
3283,WITHOUT YOU,The Kid LAROI,27OeeYzk6klgBh83TSvGMA,86
3284,Don't Start Now,Dua Lipa,3PfIrDoz19wz7qK7tYeu62,84
3285,Life's A Mess II (with Clever & Post Malone),Juice WRLD,4O3RwH1TFG1EjPezLIYehI,73
3286,People Watching,Conan Gray,4JeOesjcWWlprTAvucDSJX,81
3287,exile (feat. Bon Iver),Taylor Swift,4pvb0WLRcMtbPGmtejJJ6y,83
3288,willow,Taylor Swift,5PGkAnIi965oxlfkWacLz8,0
3289,Hollywood's Bleeding,Post Malone,7sWRlDoTDX8geTR8zzr2vt,77
3290,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",Ty Dolla $ign,7t2bFihaDvhIrd2gn2CWJO,80
3291,Life's A Mess (feat. Halsey),Juice WRLD,5wWAwzGp2OaaoIkwcz6wZs,76
3292,734,Juice WRLD,26gXWzhL8DZJSU5sODhVTs,72
3293,The Scientist,Corinne Bailey Rae,7tn1tcxenMwDXrYTOjS3z1,63
3294,All of Me,John Legend,3U4isOIWM3VvDubwSI3y7a,87
3295,Iris,Kina Grannis,5oV8bZaShr2d01FFMHBUPq,64
3296,All Good Things (Come To An End),Nelly Furtado,6kEpjptnAwt11Atr4cEMe1,66
3298,Try,P!nk,3i7RZuAJ6iWbSW2k9lUtJx,53
3299,Apologize,Timbaland,6ucR4KfvsBFWCMVFDvyKKl,76
3300,She Doesn't Mind,Sean Paul,4odiyU3myG29Ld0wurMfE8,73
3301,Got 2 Luv U (feat. Alexis Jordan),Sean Paul,62pSYErgGri97X9aIyBzHm,67
3302,White Flag,Dido,6si71supnBUhddjR2FJc2L,71
3306,Because of You,Kelly Clarkson,0gJvqi9QyASOCtJu99tytc,75
3307,"Relax, Take It Easy",MIKA,0KM2y796j63t5RHhvRUxld,68
3308,All Good Things (Come To An End) - Spanish Version,Nelly Furtado,1roKyfBrgDSvAUKT5CyM0A,40
3309,Bleeding Love - Radio Edit,Leona Lewis,0CjLkkAjF8bQqXJmQ0g3V6,49
3310,Umbrella - Radio Edit,Rihanna,113v1MA9MTShy98uCz37nO,62
3311,Say It Right,Nelly Furtado,2aI21FnmY7TJVKeMaoQZ0t,78
3312,Torn,Natalie Imbruglia,3APayTEWiUl9Ssep4BOXR2,69
3313,People Watching,Conan Gray,4JeOesjcWWlprTAvucDSJX,81
